@relation 'pacman-data-training-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>2, ifelse(A>5, ifelse(A>8, ifelse(A>12, ifelse(A>15, ifelse(A>18, 7, 6), 5), 4), 3), 2), 1), 0)-V-R1-2,11-18,24-25-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A>0, ifelse(A>5, ifelse(A>10, ifelse(A>15, ifelse(A>20, ifelse(A>25, ifelse(A>30, 7, 6), 5), 4), 3), 2), 1), 0)-V-R19-23,32'

@attribute pacman_positionX numeric
@attribute pacman_positionY numeric
@attribute legal_north {0,1}
@attribute legal_south {0,1}
@attribute legal_east {0,1}
@attribute legal_west {0,1}
@attribute living_ghost1 {0,1}
@attribute living_ghost2 {0,1}
@attribute living_ghost3 {0,1}
@attribute living_ghost4 {0,1}
@attribute ghost1_positionX numeric
@attribute ghost1_positionY numeric
@attribute ghost2_positionX numeric
@attribute ghost2_positionY numeric
@attribute ghost3_positionX numeric
@attribute ghost3_positionY numeric
@attribute ghost4_positionX numeric
@attribute ghost4_positionY numeric
@attribute ghost1_distance numeric
@attribute ghost2_distance numeric
@attribute ghost3_distance numeric
@attribute ghost4_distance numeric
@attribute food_distance numeric
@attribute food_position_x numeric
@attribute food_position_y numeric
@attribute closest_food_dirx {West,East,North,South,Stop}
@attribute closest_food_diry {West,East,North,South,Stop}
@attribute score numeric
@attribute score_siguiente numeric
@attribute closest_ghost_x numeric
@attribute closest_ghost_y numeric
@attribute closest_ghost_distance numeric
@attribute closest_ghost_dirx {West,East,North,South,Stop}
@attribute closest_ghost_diry {West,East,North,South,Stop}
@attribute next_move {West,East,North,South,Stop}

@data
6,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,4,0,0,0,West,South,538,537,1,1,0,West,South,East
6,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,3,0,0,0,West,South,537,536,1,1,0,West,South,East
7,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,3,0,0,0,West,South,536,535,1,1,0,West,South,East
7,3,0,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,3,0,0,0,West,South,535,534,1,1,0,West,South,East
7,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,534,533,1,1,0,West,South,East
7,3,0,0,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,533,532,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,532,531,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,531,530,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,530,529,1,1,0,West,South,North
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,529,528,1,1,0,West,South,North
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,528,527,1,1,0,West,South,East
7,3,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,2,0,0,0,West,South,527,526,1,1,0,West,South,North
7,4,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,2,0,0,0,West,South,526,525,1,1,0,West,South,North
7,4,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,525,524,1,1,0,West,South,North
7,4,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,4,0,0,0,1,0,0,0,West,South,524,523,1,1,0,West,South,North
7,4,1,1,1,0,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,523,522,1,1,0,West,South,East
7,4,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,522,521,1,1,0,West,South,East
7,4,1,1,0,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,521,520,1,1,0,West,South,North
7,5,1,1,0,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,520,519,1,1,0,West,South,West
7,5,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,519,518,1,1,0,West,South,West
7,5,1,1,1,1,0,0,0,1,1,1,2,1,2,1,7,5,0,0,0,1,0,0,0,West,South,518,517,1,1,0,West,South,North
